49745	75860	56118	41555	61125	23622	55803	62143	90903	26234
58378	78545	78454	86474	59389	1196	55736	66575	24223	45585
47887	16287	35812	59258	88939	22342	3197	89740	746	93752
64184	96591	80534	5254	68306	34290	41050	64174	61173	71841
2652	43525	62239	97799	3947	91854	69382	62770	50672	1049
86582	43276	96323	8300	32488	26763	75105	22875	69262	58154
59362	73776	2454	74360	28816	98676	54661	98267	11551	40807
66594	45533	78833	82641	94798	55506	27707	24765	40654	26144
91105	25798	482	32173	29225	64949	65206	76060	77470	95830
38992	24747	45840	72410	30584	21886	11123	83356	18763	96958
85591	78518	4125	39283	54293	86870	7215	33050	55304	83533
69977	2696	16111	60552	181	12318	38121	69307	42135	1654
45157	54968	97508	49311	7966	92164	39266	83939	73531	30605
40253	16938	73920	58569	33831	93947	86522	99827	15166	71681
86490	1743	39420	25518	6841	80553	89958	4504	67968	53507
40083	10520	63946	11852	12013	65513	3634	2412	98683	44372
96835	45810	26881	41008	11313	27910	85853	51056	93663	15103
44198	21675	2689	92984	5669	89818	4584	35910	67716	89845
14722	15613	51843	13782	44277	28057	90503	79481	67668	79774
32628	19017	6469	26905	51231	88572	67992	83577	57349	72301
57163	25185	13510	1240	8017	11390	65582	5996	30335	12654
11976	2863	67672	3995	69789	5370	57095	64299	9314	78104
25681	24192	82687	8109	86508	78195	87090	59634	94135	12357
58284	65641	57671	310	50777	67740	60667	81303	1726	50352
28137	39636	88599	25933	50191	91004	7096	5629	84795	51156
4491	95855	43189	17776	48940	15417	66597	8332	86175	15052
44981	34737	20731	21013	76755	5380	15957	71380	66587	10559
13969	77025	48798	10016	9575	91127	86688	75588	84812	87302
24552	839	74013	75376	16480	42618	72568	29130	83457	46490
70547	53057	96440	2590	1364	2930	96798	41373	62412	65103
61368	90314	31411	14202	21622	50407	84202	39765	1902	28449
82709	35098	2406	1397	5995	94317	70314	49260	57652	78971
60512	40971	14065	34651	82736	71722	47714	10864	54814	95267
2542	80427	38240	15832	2779	4842	35298	71117	4225	53482
53516	17435	52049	80628	58132	9633	97934	13521	26123	64234
56229	41822	30738	4602	47163	33387	15921	11539	9107	87515
53920	62309	5989	77018	23685	83452	17090	56891	54405	34455
75055	24631	82636	74079	30579	30441	45337	93182	11446	30377
52701	26827	94164	10569	75147	11548	20496	57497	41432	39294
92052	16451	21758	32771	71799	25609	97802	87592	42428	61726
40202	60880	31133	16341	27483	86040	9601	85795	43727	74734
30831	67097	62554	92211	22556	25356	29080	65222	53555	41918
12621	64959	26127	8465	700	82482	35129	1339	18685	28966
38491	99854	72811	42906	85919	52426	62290	2732	26772	73466
41752	39907	34167	71128	93659	31459	25900	19529	94469	40522
52850	52868	24952	19111	45384	58208	43779	4479	52329	5878
11450	5863	44806	64336	45928	66775	13350	4783	69817	58452
85929	23242	63880	61701	38224	96998	64676	79082	45464	6350
82956	42307	99258	1235	35612	92484	25382	38155	44422	69148
90525	45613	77938	34617	16248	23839	76347	45624	66729	76370
71415	52117	57972	99071	33804	36348	63393	34936	91224	20984
29180	93369	22193	98563	46785	6610	64841	63067	85828	43662
63079	72061	26985	63967	53550	50599	76941	60775	63373	81874
96259	83254	2044	89761	91747	4022	48957	70507	85905	90231
81746	54980	83901	11261	44099	67184	81985	93948	50489	16336
64566	3498	20911	1893	98750	77932	26384	38778	63483	44352
95157	72003	56149	42440	23458	45839	64142	87645	78152	39927
74156	83160	80784	84597	96087	72729	10946	15921	60526	90744
3940	87418	65485	89361	385	75831	31770	47209	98578	18205
92364	43109	68308	58349	7765	32266	27821	18405	19911	54889
6412	82252	18765	43349	80988	83335	81978	39801	56827	90887
85087	8903	14712	59421	37007	39604	97287	45067	3408	93220
22973	62561	38377	29913	96717	91127	77576	1153	93983	44081
87098	12808	92181	87429	14816	29618	14480	56199	49559	46480
56318	93071	53071	67151	69755	3799	77547	95489	73076	95565
14091	1730	57884	87168	32874	57186	31985	93104	61391	70090
97238	38859	4573	21872	94789	76662	90657	67898	11821	93648
54993	56910	385	40441	18206	13949	88929	99707	7740	3445
28866	98237	46680	89404	97450	8567	26742	83366	33683	59195
56346	61676	66663	13285	34511	62191	73445	65742	11706	80047
55220	73254	10116	89661	80684	53665	19927	44487	1942	53885
95555	15394	27436	8294	99716	43177	4336	24321	6297	89378
66655	74007	99774	12007	72861	57072	99329	58657	60661	76397
81432	22702	31305	98335	3180	17459	26929	60761	48761	20043
15363	67856	59139	48202	70428	12647	588	92321	3523	14587
20856	36919	32015	8553	20423	94401	15362	130	42555	54747
66961	86713	13959	83641	1167	80622	21632	47349	49115	74288
49571	14954	24854	14311	66712	60941	25853	82613	36307	8025
48921	17062	63395	26256	19543	68054	68311	72439	11755	28446
23164	94195	26827	86422	91471	57011	22373	1776	89227	28833
17350	2809	97627	76015	16423	62110	40702	33109	30269	67744
72437	71446	39630	32740	16743	59389	63709	25240	15640	69833
96857	40003	21179	87068	64472	92370	57838	56597	43763	33200
82449	42594	53079	74140	89312	85582	47090	48913	43119	20100
